First Name,Last Name,Full Name,Position,Formatted DOB,Date of Birth,Birth Place,Nationality,Gender,Email,Address,Phone Number,Phone Number 2,House,Additional Information,RCA (Partner),Source,Official Websites,Unofficial Websites,Thread,Date of Data,3rd Party Check - Record Exists,3rd Party Check - Last Name,3rd Party Check - First Name,3rd Party Check - DOB,3rd Party Check - Place of Birth,3rd Party Check - Nationality,3rd Party Check - Gender
Rebeca,Rodriguez,Rebeca Rodriguez,Florida Department of Education Career and Adult Education Division Director Farmworker Career Development Program,,,,,F,Rebeca.Rodriguez@fldoe.org,,813-224-1920,,,,,,,,,,not found,not found,not found,not found,not found,not found,not found
Julie,Furlong,Julie Furlong,Florida Department of Education Career and Adult Education Division Program Specialist,,,,,F,Julie.Furlong@fldoe.org,,813-224-1923,,,,,,,,,,not found,not found,not found,not found,not found,not found,not found
Shirley,Caban-Tellez,Shirley Caban-Tellez,Florida Department of Education Career and Adult Education Division Program Specialist,,,,,F,Shirley.Caban-Tellez@fldoe.org,,813-224-1921,,,,,,,,,,not found,not found,not found,not found,not found,not found,not found
Ashley,Olevitch,Ashley Olevitch,Florida Department of Education Career and Adult Education Division High School Equivalency Manager and GED® Administrator,,,,,F,Ashley.Olevitch1@fldoe.org,,850-245-0449,,,,,,,,,,not found,not found,not found,not found,not found,not found,not found
William,Pierini,William Pierini,Florida Department of Education Career and Adult Education Division Client Services,,,,,M,william.pierini@fldoe.org,,850-245-0449,,,,,,,,,,not found,not found,not found,not found,not found,not found,not found
Sirisha,Byna,Sirisha Byna,Florida Department of Education Career and Adult Education Division Client Services,,,,,F,Sirisha.Byna@fldoe.org,,850-245-0449,,,,,,,,,,not found,not found,not found,not found,not found,not found,not found
Charles,Feehrer,Charles Feehrer,Florida Department of Education Career and Adult Education Division Bureau Chief,,,,,M,Charles.Feehrer@fldoe.org,,850-245-9053,,,,,,,,,,not found,not found,not found,not found,not found,not found,not found
Mallory,Martinez,Mallory Martinez,Florida Department of Education Career and Adult Education Division Education Policy Analyst,,,,,M,Mallory.Martinez@fldoe.org,,850-245-9043,,,,,,,,,,not found,not found,not found,not found,not found,not found,not found
Antoinette,Gonzalez,Antoinette Gonzalez,Florida Department of Education Career and Adult Education Division Program Specialist 3,,,,,F,Antoinette.Gonzalez@fldoe.org,,850-245-0663,,,,,,,,,,not found,not found,not found,not found,not found,not found,not found
Kara,Kearce,Kara Kearce,Florida Department of Education Career and Adult Education Division Director,,,,,F,Kara.Kearce@fldoe.org,,850-245-9033,,,,,,,,,,not found,not found,not found,not found,not found,not found,not found
Charles,Davis,Charles Davis,Florida Department of Education Career and Adult Education Division Program Specialist,,,,,M,Charles.Davis@fldoe.org,,850-245-9022,,,,,,,,,,not found,not found,not found,not found,not found,not found,not found
Michael,Swift,Michael Swift,Florida Department of Education Career and Adult Education Division Program Specialist,,,,,M,Michael.Swift@fldoe.org,,850-245-9051,,,,,,,,,,not found,not found,not found,not found,not found,not found,not found
Elsa,Sieg,Elsa Sieg,Florida Department of Education Career and Adult Education Division Director,,,,,F,Elsa.Sieg@fldoe.org,,850-245-9026,,,,,,,,,,not found,not found,not found,not found,not found,not found,not found
Lucinda,Coverston,Lucinda Coverston,Florida Department of Education Career and Adult Education Division Program Specialist,,,,,,Lucinda.Coverston1@fldoe.org,,850-245-9037,,,,,,,,,,not found,not found,not found,not found,not found,not found,not found
Daphne,Kilpatrick,Daphne Kilpatrick,Florida Department of Education Career and Adult Education Division Program Specialist,,,,,F,Daphne.Kilpatrick@fldoe.org,,850-245-9042,,,,,,,,,,not found,not found,not found,not found,not found,not found,not found
Kristin,Joyner,Kristin Joyner,Florida Department of Education Career and Adult Education Division Program Specialist,,,,,F,Kristin.Joyner2@fldoe.org,,850-245-9040,,,,,,,,,,not found,not found,not found,not found,not found,not found,not found
William,English,William English,Florida Department of Education Career and Adult Education Division Program Specialist,,,,,M,William.English@fldoe.org,,850-245-9045,,,,,,,,,,not found,not found,not found,not found,not found,not found,not found
Nicholas,Key,Nicholas Key,Florida Department of Education Career and Adult Education Division Program Specialist,,,,,M,Nicholas.Key@fldoe.org,,850-245-9041,,,,,,,,,,not found,not found,not found,not found,not found,not found,not found
Rachel,Levine,Rachel Levine,Florida Department of Education Career and Adult Education Division Program Specialist,,,,,F,Rachel.Levine@fldoe.org,,850-245-9044,,,,,,,,,,not found,not found,not found,not found,not found,not found,not found
,, ,Department of Education Blind Services Division,,,,,,,,,,,,,,,,,,not found,not found,not found,not found,not found,not found,not found
,, ,Department of Education Vocational Rehabilitation Division,,,,,,,,,,,,,,,,,,not found,not found,not found,not found,not found,not found,not found
,, ,,,,,,,,,,,,,,,,,,,not found,not found,not found,not found,not found,not found,not found
,, ,,,,,,,,,,,,,,,,,,,not found,not found,not found,not found,not found,not found,not found
Travis,Hutson,Travis Hutson,Florida Senate District 7 Legislator,,3/10/1984,850-245-9017,USA,"State Supervisor Agriculture, Food & Natural Resources; Information Technology; Additional CTE Programs/Courses",,"District Address:
Suite 5
4875 Palm Coast Parkway, NW
Palm Coast, FL 32137

Capitol Address:
416 Senate Building
404 South Monroe Street
Tallahassee, FL 32399-1100",(386) 446-7610 ,(850) 487-5007,Republican,"Travis Hutson is a Republican member of the Florida Senate, representing District 7 which includes Flagler, St. Johns, Putnam and part of Volusia counties. Key facts about Travis Hutson:

    He was born on October 3, 1984 in Jacksonville, Florida

.
Hutson graduated from Lafayette College in Pennsylvania in 2007 with a bachelor's degree in Economics and Business
.
He has served in the Florida Senate since 2015, previously representing District 6 from 2015-2016
. Prior to the Senate, Hutson served in the Florida House of Representatives from 2012-2015, representing District 24
.
In the Senate, Hutson has championed legislation focused on the economy, education, public safety and water policy
.
He works in his family's business assisting with property, agricultural management and local charitable foundations
.
Hutson resides in St. Johns County with his wife Tanya and their children Taylor, Tyler and Turner
.",Tanya,LLM,,,,,Travis HUTSON,HUTSON,Travis,10/03/1984,"Jacksonville, Florida, USA",USA,M
Bobby,Payne,Bobby Payne,Florida House District 20 Legislator,,5/16/1958,850-245-9018,USA,"State Supervisor Education & Training; Government & Public Administration; Health Science; Human Services; Law, Public Safety & Security",Cora.Walden@fldoe.org,"District Address:
Suite 5
3841 Reid Street
Palatka, FL 32177-2509

Capitol Address:
400 House Office Building
402 South Monroe Street
Tallahassee, FL 32399-1300",(386) 312-2272,(850) 717-5020,Republican,"Bobby Payne is a Republican member of the Florida House of Representatives, representing District 20. Here are the key details about him:

    He was elected to the Florida House in 2016 and has served since then

.
Payne defeated two other candidates in the 2016 Republican primary, winning 42.1% of the vote
.
In the 2016 general election, Payne defeated Democrat Joe Snodgrass, taking 72.5% of the vote
.
He was re-elected in 2018, defeating Democrat Paul Still with 73.4% of the vote
.
Payne was born on May 16, 1958 in Palatka, Florida
.
He attended Jacksonville University and Nova Southeastern University
.
Payne's occupation is in electric generation & transmission utility management
.
He resides in Palatka, Florida",,LLM,,,,,Bobby PAYNE,PAYNE,Bobby,16/05/1958,"Palatka, Florida, USA",USA,M
Carlos,Muniz,Carlos Muniz,Chief of Staff,,25/6/1969,850-245-9900,USA,Program Specialist,,,,,Republican,"Carlos G. Muniz is the current Chief of Staff to Florida Governor Ron DeSantis. Here is the information about him: Gender: Male Nationality: USA Place of Birth: Chicago, Illinois, U.S. Date of Birth: June 25, 1969 Current Residence: Tallahassee, Florida Wife: Katie Muñiz Children: 3 Muniz was born in Chicago to a Nicaraguan father. He grew up in the Northern Virginia suburbs of Washington, D.C. Muniz graduated from Bishop Ireton High School in Alexandria, Virginia in 1987. He received his Bachelor of Arts from the University of Virginia in 1991 and a Juris Doctor from Yale Law School in 1997. Muniz has had an extensive career in Florida state government, serving in various roles under Governors Jeb Bush, Pam Bondi, and Ron DeSantis.",Katie Muniz,LLM,,,,,not found,not found,not found,not found,not found,not found,not found
Charles,Canady,Charles Canady,Justice,,22/6/1954,850-245-0564,USA,Bureau Chief,,"Florida Supreme Court
500 South Duval Street
Tallahassee, FL 32399",850-410-8092,,Republican,"Based on the search results provided, here is some key information that would be relevant for financial institutions to identify and monitor Charles T. Canady as a politically exposed person (PEP):
Personal and Background Information

    Full name: Charles T. Canady
    Date of birth: June 22, 1954 (age 68)
    Place of birth: Lakeland, Florida
    Spouse: Jennifer Houghton Canady
    Children: 2
    Education: B.A. from Haverford College (1976), J.D. from Yale Law School (1979)

Public Positions Held

    Member, Florida House of Representatives (1984-1990)
    Member, U.S. House of Representatives from Florida's 12th district (1993-2001)
    Chairman, House Judiciary Subcommittee on the Constitution (1995-2001)
    General Counsel to Governor Jeb Bush of Florida (2001-2002)
    Judge, Florida Second District Court of Appeal (2002-2008)
    Justice, Florida Supreme Court (appointed 2008, current term until 2029)
    Chief Justice, Florida Supreme Court (2010-2012, 2018-2022)

Other Affiliations

    Member, Federalist Society
    Former Board of Directors, Care Net (1996-2000) and HUG (Home for Unwed Girls, 1980s)
    Member, Covenant Presbyterian Church, Lakeland

Financial institutions would likely categorize Canady as a high-risk PEP given his prominent public positions at the state and federal levels, as well as his judicial roles. Ongoing monitoring of his transactions, source of funds, business interests, and associations would be warranted to mitigate potential risks.

Based on the search results provided, here is the relevant contact information for Charles T. Canady: Office Address:
Florida Supreme Court
500 South Duval Street
Tallahassee, FL 32399 Office Phone: 850-410-8092 Office Fax: 850-487-2823 Email: williamb@flcourts.org",Jennifer Houghton Canady,https://www.perplexity.ai/search/PEP-is-defined-ZjLno7LiTcm9UdYVkuySTQ,,,,,not found,not found,not found,not found,not found,not found,not found
Meridth,Sasso,Meridth Sasso,Justice,,1982 or 1983,850-245-9906,USA,Director of Adult Education Program Implementation,Carol.Bruner@fldoe.org,"Florida Supreme Court 500 South Duval Street Tallahassee, FL 32399",850-488-2361,,Republican,"Based on the provided search results, here is the relevant information for identifying Meredith L. Sasso as a politically exposed person (PEP):
Personal Information

    Full Name: Meredith Lee Barrios Sasso (née Barrios)
    Date of Birth: 1982 or 1983 (age 40-41)
    Place of Birth: Tallahassee, Florida
    Spouse: Michael Sasso (lawyer)
    Children: 2

Public Positions Held

    Justice, Florida Supreme Court (appointed May 2023, current term until January 2025)

Chief Judge, Florida Sixth District Court of Appeal (January 2023 - May 2023)
Judge, Florida Fifth District Court of Appeal (January 2019 - December 2022)
Chief Deputy General Counsel to Governor Rick Scott (prior to 2019)
Other Affiliations

    Member, USA Enterprise Institute Leadership Network

Member, Federalist Society
Former Guardian ad Litem, representing abused/neglected children
Education

    J.D., University of Florida Levin College of Law (2008)

B.A., University of Florida (2005)
As a current Justice on the Florida Supreme Court and former high-ranking state government official, Meredith Sasso would be considered a high-risk domestic PEP by financial institutions. Her transactions, source of wealth, business interests, and close associates would likely undergo enhanced scrutiny and monitoring to mitigate potential risks of money laundering or corruption.

Based on the provided search results, here is the relevant contact information for Meredith L. Sasso: Office Address:
Florida Supreme Court
500 South Duval Street
Tallahassee, FL 32399 Office Phone: 850-488-2361 Email: adkinst@flcourts.org The search results do not directly list Sasso's personal contact details like a home address or personal phone number, which is expected given her position as a Florida Supreme Court Justice. The office address, phone number, and email provided are likely the appropriate official channels for any correspondence or communication with Justice Sasso in her judicial capacity. It's worth noting that the email adkinst@flcourts.org seems to be associated with a different person named T. Adkins, so it may not be the correct email for directly contacting Justice Sasso. The other search results do not provide her official court email.",Michael Sasso,,,,,,not found,not found,not found,not found,not found,not found,not found
Jorge,Labarga,Jorge Labarga,Justice,,1952,850-245-0664,Cuban,"Director, Integrated Education and Training",Catherine.ONeil@fldoe.org,"Florida Supreme Court 500 South Duval Street Tallahassee, FL 32399-1925",(850) 413-8371,,Republican,"Based on the provided search results, there is no information about Jorge Labarga being considered a Politically Exposed Person (PEP). The search results provide the following details about Jorge Labarga: Jorge Labarga is a Justice on the Florida Supreme Court. He was born in Cuba in 1952 and immigrated to the United States at age 11, initially living in Pahokee, Florida. He graduated from the University of Florida with a B.A. in 1976 and J.D. in 1979. Labarga had a career as a public defender, prosecutor, and private attorney before being appointed to the Florida Circuit Court in 1996 by Governor Lawton Chiles. In 2008, he was appointed to the Fourth District Court of Appeal by Governor Charlie Crist, and then to the Florida Supreme Court in 2009, also by Governor Crist. Labarga served as Chief Justice of Florida from 2014-2018. The search results do not mention Jorge Labarga being classified as a Politically Exposed Person (PEP) or being subject to enhanced due diligence measures typically applied to PEPs. As a state Supreme Court Justice, he would likely be considered a domestic public official, but the available information does not indicate he meets the criteria to be formally designated a PEP.

Here is the contact information for Florida Supreme Court Justice Jorge Labarga: Office Address:
Florida Supreme Court
500 South Duval Street
Tallahassee, FL 32399-1925 Phone: (850) 413-8371 Judicial Assistant: B.J. Vickers Email: publicinformation@flcourts.org The search results do not provide any other contact information for Justice Labarga, such as a personal email address or phone number. As a sitting judge, he is limited in discussing pending cases with the public.",,,,,,,Jorge LABARGA,LABARGA,Jorge,21/10/1952,"Havana, Cuba",USA,M
Jamie,Grosshans,Jamie Grosshans,Justice,,1978 or 1979,850-245-9450,NA,ESOL Program Specialist,Philip.Anderson@fldoe.org,"Florida Supreme Court 500 South Duval Street Tallahassee, FL 32399-1925",(850) 488-8421,,Republican,"The search results do not indicate that Florida Supreme Court Justice Jamie Grosshans is considered a Politically Exposed Person (PEP). Key facts about Jamie Grosshans:

    She was appointed to the Florida Supreme Court in 2020 by Republican Governor Ron DeSantis

.
Prior to the Supreme Court, Grosshans served as a judge on the Florida Fifth District Court of Appeal (appointed by Republican Governor Rick Scott in 2018) and the Orange County Court (appointed by Scott in 2017)
.
Grosshans was retained by voters to the Florida Supreme Court in the November 2022 election with 63.8% of the vote
.
She grew up in Mississippi, graduated from the University of Mississippi Law School, and worked as a prosecutor and in private practice before becoming a judge

    .

While Grosshans is a high-ranking public official as a state Supreme Court Justice, the search results do not indicate she meets the criteria to be formally designated a PEP. PEPs are typically senior foreign political figures, their immediate family members, and close associates. Domestic public officials like Grosshans are not automatically considered PEPs unless they hold a prominent public function or are at high risk of corruption.

Here is the contact information for Florida Supreme Court Justice Jamie Grosshans: Office Address:
Florida Supreme Court
500 South Duval Street
Tallahassee, FL 32399-1925 Phone: (850) 488-8421 Judicial Assistant: Kristin Spilker Email: publicinformation@flcourts.org The search results do not provide any other contact information for Justice Grosshans, such as a personal email address or phone number. As a sitting judge, she is limited in discussing pending cases with the public.",,,,,,,not found,not found,not found,not found,not found,not found,not found
Renatha,Francis,Renatha Francis,Justice,,NA,850-245-9469,Jamaican,Program Specialist,Jane.Greenfield@fldoe.org,"Florida Supreme Court
500 South Duval Street
Tallahassee, FL 32399-1925",850-488-0125,,Republican,"Renatha Francis is a current Justice on the Florida Supreme Court, appointed by Governor Ron DeSantis in 2022. However, the search results do not indicate she would be considered a Politically Exposed Person (PEP). Key facts about Renatha Francis:

    She was born in Jamaica and immigrated to the United States as a child

.
Francis earned a bachelor's degree from the University of the West Indies and a law degree from Florida Coastal School of Law
.
Prior to her Supreme Court appointment, she served as a judge on the Florida 11th Circuit Court, Miami-Dade County Court, and Florida 15th Circuit Court
.
DeSantis first attempted to appoint Francis to the Florida Supreme Court in May 2020, but the court ruled she was ineligible at the time due to a constitutional requirement that justices be members of the Florida Bar for at least 10 years
.
She was ultimately appointed to the Supreme Court in August 2022 and took office on September 1, 2022

    .

While Francis is a high-ranking public official as a state Supreme Court Justice, the search results do not indicate she meets the criteria to be formally designated a PEP. PEPs are typically senior foreign political figures, their immediate family members, and close associates. Domestic public officials like Francis are not automatically considered PEPs unless they hold a prominent public function or are at high risk of corruption.

Here is the contact information for Florida Supreme Court Justice Renatha Francis: Office Address:
Florida Supreme Court
500 South Duval Street
Tallahassee, FL 32399-1925 Phone: 850-488-0125 Email: francisr@flcourts.org The search results provide her direct office phone number and email address at the Florida Supreme Court. No other personal contact details are given.",,https://www.perplexity.ai/search/PEP-means-politically-Q36Z8MzYQa62EBGPM6ct4w,,,,,not found,not found,not found,not found,not found,not found,not found
,, ,,,,850-245-9908,,Program Performance Analyst,,,,,,,,,,,,,not found,not found,not found,not found,not found,not found,not found
,, ,,,,813-224-1920,,Director Farmworker Career Development Program,Rebeca.Rodriguez@fldoe.org,,,,,,,,,,,,not found,not found,not found,not found,not found,not found,not found
,, ,,,,813-224-1923,,Program Specialist,Julie.Furlong@fldoe.org,,,,,,,,,,,,not found,not found,not found,not found,not found,not found,not found
,, ,,,,813-224-1921,,Program Specialist,Shirley.Caban-Tellez@fldoe.org,,,,,,,,,,,,not found,not found,not found,not found,not found,not found,not found
,, ,,,,850-245-0449,,High School Equivalency Manager and GED® Administrator,Ashley.Olevitch1@fldoe.org,,,,,,,,,,,,not found,not found,not found,not found,not found,not found,not found
,, ,,,,850-245-0449,,Client Services,William Pierini,,,,,,,,,,,,not found,not found,not found,not found,not found,not found,not found
,, ,,,,850-245-0449,,Client Services,Sirisha.Byna@fldoe.org,,,,,,,,,,,,not found,not found,not found,not found,not found,not found,not found
,, ,,,,850-245-9053,,Bureau Chief,Charles.Feehrer@fldoe.org,,,,,,,,,,,,not found,not found,not found,not found,not found,not found,not found
,, ,,,,850-245-9043,,Education Policy Analyst,Mallory.Martinez@fldoe.org,,,,,,,,,,,,not found,not found,not found,not found,not found,not found,not found
,, ,,,,850-245-0663,,Program Specialist 3,Antoinette.Gonzalez@fldoe.org,,,,,,,,,,,,not found,not found,not found,not found,not found,not found,not found
,, ,,,,850-245-9033,,Director,Kara.Kearce@fldoe.org,,,,,,,,,,,,not found,not found,not found,not found,not found,not found,not found
,, ,,,,850-245-9022,,Program Specialist,Charles.Davis@fldoe.org,,,,,,,,,,,,not found,not found,not found,not found,not found,not found,not found
,, ,,,,850-245-9051,,Program Specialist,Michael.Swift@fldoe.org,,,,,,,,,,,,not found,not found,not found,not found,not found,not found,not found
,, ,,,,850-245-9026,,Director,Elsa.Sieg@fldoe.org,,,,,,,,,,,,not found,not found,not found,not found,not found,not found,not found
,, ,,,,850-245-9037,,Program Specialist,Lucinda.Coverston1@fldoe.org,,,,,,,,,,,,not found,not found,not found,not found,not found,not found,not found
,, ,,,,850-245-9042,,Program Specialist,Daphne.Kilpatrick@fldoe.org,,,,,,,,,,,,not found,not found,not found,not found,not found,not found,not found
,, ,,,,850-245-9040,,Program Specialist,Kristin.Joyner2@fldoe.org,,,,,,,,,,,,not found,not found,not found,not found,not found,not found,not found
,, ,,,,850-245-9045,,Program Specialist,William.English@fldoe.org,,,,,,,,,,,,not found,not found,not found,not found,not found,not found,not found
,, ,,,,850-245-9041,,Program Specialist,Nicholas.Key@fldoe.org,,,,,,,,,,,,not found,not found,not found,not found,not found,not found,not found
,, ,,,,850-245-9044,,Program Specialist,Rachel.Levine@fldoe.org,,,,,,,,,,,,not found,not found,not found,not found,not found,not found,not found
